A0A3B3IUD7,A0A3B3IUD7_HUMAN,208829,200-210,200-210 kDa
A0A494C191,SPD9_HUMAN,31441,30-40,30-40 kDa
A0A590UJ73,A0A590UJ73_HUMAN,33037,30-40,30-40 kDa
A0A590UJW4,A0A590UJW4_HUMAN,33874,30-40,30-40 kDa
A0A5F9ZH68,A0A5F9ZH68_HUMAN,11455,10-20,10-20 kDa
A0A5F9ZGZ7,A0A5F9ZGZ7_HUMAN,19242,10-20,10-20 kDa
A0A3B3IU67,A0A3B3IU67_HUMAN,44204,40-50,40-50 kDa
A0A590UK93,A0A590UK93_HUMAN,23247,20-30,20-30 kDa
A0A590UKC5,A0A590UKC5_HUMAN,25843,20-30,20-30 kDa
A0A5F9ZI23,A0A5F9ZI23_HUMAN,44171,40-50,40-50 kDa
A0A3B3IU03,A0A3B3IU03_HUMAN,14004,10-20,10-20 kDa
A0A494C044,A0A494C044_HUMAN,13061,10-20,10-20 kDa
A0A494C0B2,A0A494C0B2_HUMAN,64706,60-70,60-70 kDa
A0A494C0C3,A0A494C0C3_HUMAN,17013,10-20,10-20 kDa
A0A494C0Z9,A0A494C0Z9_HUMAN,29962,20-30,20-30 kDa
A0A494C184,A0A494C184_HUMAN,67541,60-70,60-70 kDa
A0A494C1Q6,A0A494C1Q6_HUMAN,25819,20-30,20-30 kDa
A0A590UK20,A0A590UK20_HUMAN,159636,150-160,150-160 kDa
A0A3P9MRF3,A0A3P9MRF3_HUMAN,6368,0-10,0-10 kDa
A0A494C0T8,A0A494C0T8_HUMAN,73000,70-80,70-80 kDa
A0A590UJ70,A0A590UJ70_HUMAN,108025,100-110,100-110 kDa
A0JD37,TRDV3_HUMAN,12981,10-20,10-20 kDa
A0A590UJ80,A0A590UJ80_HUMAN,22443,20-30,20-30 kDa
A0A452Q6Z9,A0A452Q6Z9_HUMAN,51168,50-60,50-60 kDa
A0A494C186,A0A494C186_HUMAN,6619,0-10,0-10 kDa
A0A5F9ZHD5,A0A5F9ZHD5_HUMAN,53173,50-60,50-60 kDa
A0A494C035,A0A494C035_HUMAN,5916,0-10,0-10 kDa
A0A494C099,A0A494C099_HUMAN,31839,30-40,30-40 kDa
A0A494C0G1,A0A494C0G1_HUMAN,55387,50-60,50-60 kDa
A0A494C0K8,A0A494C0K8_HUMAN,138422,130-140,130-140 kDa
A0A494C1E2,A0A494C1E2_HUMAN,51079,50-60,50-60 kDa
A0A494C1Q4,A0A494C1Q4_HUMAN,47281,40-50,40-50 kDa
A0A590UJD1,A0A590UJD1_HUMAN,8064,0-10,0-10 kDa
A0A590UJY6,A0A590UJY6_HUMAN,3859,0-10,0-10 kDa
A0A590UK85,A0A590UK85_HUMAN,65974,60-70,60-70 kDa
A0A5F9UK94,A0A5F9UK94_HUMAN,94890,90-100,90-100 kDa
A0A494C0D6,A0A494C0D6_HUMAN,29194,20-30,20-30 kDa
A0A494C0J3,A0A494C0J3_HUMAN,8020,0-10,0-10 kDa
A0A494C0W7,A0A494C0W7_HUMAN,51822,50-60,50-60 kDa
A0A494C192,A0A494C192_HUMAN,40071,40-50,40-50 kDa
A0A494C1G1,A0A494C1G1_HUMAN,4326,0-10,0-10 kDa
A0A499FJM4,A0A499FJM4_HUMAN,60792,60-70,60-70 kDa
A0A590UJI1,A0A590UJI1_HUMAN,42310,40-50,40-50 kDa
A0A590UJL7,A0A590UJL7_HUMAN,195367,190-200,190-200 kDa
A0A5F9ZH12,A0A5F9ZH12_HUMAN,144003,140-150,140-150 kDa
A0A5F9ZHT2,A0A5F9ZHT2_HUMAN,143147,140-150,140-150 kDa
A0A5K1VW95,A0A5K1VW95_HUMAN,38619,30-40,30-40 kDa
A0A3B3IU36,A0A3B3IU36_HUMAN,35142,30-40,30-40 kDa
A0A5F9ZHM2,A0A5F9ZHM2_HUMAN,19656,10-20,10-20 kDa
A0A5F9ZHX5,A0A5F9ZHX5_HUMAN,155136,150-160,150-160 kDa
A2A393,A2A393_HUMAN,22778,20-30,20-30 kDa
A0A5S8K7B6,A0A5S8K7B6_HUMAN,122955,120-130,120-130 kDa
A1L170,CA226_HUMAN,29057,20-30,20-30 kDa
A2A3G9,A2A3G9_HUMAN,20742,20-30,20-30 kDa
A2A2R7,A2A2R7_HUMAN,12588,10-20,10-20 kDa
A0A494C151,A0A494C151_HUMAN,133240,130-140,130-140 kDa
A0A494C1M5,A0A494C1M5_HUMAN,61543,60-70,60-70 kDa
A0A5F9ZH15,A0A5F9ZH15_HUMAN,30427,30-40,30-40 kDa
A0A5F9ZH57,A0A5F9ZH57_HUMAN,8543,0-10,0-10 kDa
A0A5F9ZH80,A0A5F9ZH80_HUMAN,40823,40-50,40-50 kDa
A0A5F9ZH97,A0A5F9ZH97_HUMAN,15444,10-20,10-20 kDa
A0A5F9ZHE9,A0A5F9ZHE9_HUMAN,15721,10-20,10-20 kDa
A0A5F9ZHF5,A0A5F9ZHF5_HUMAN,22408,20-30,20-30 kDa
A0A5F9ZHR1,A0A5F9ZHR1_HUMAN,15981,10-20,10-20 kDa
A0A494C0E3,A0A494C0E3_HUMAN,87099,80-90,80-90 kDa
A0A590UJ24,A0A590UJ24_HUMAN,6806,0-10,0-10 kDa
A0A590UJI7,A0A590UJI7_HUMAN,53300,50-60,50-60 kDa
A0A494C0Q1,A0A494C0Q1_HUMAN,17628,10-20,10-20 kDa
A0A494C196,A0A494C196_HUMAN,5414,0-10,0-10 kDa
A0A590UK59,A0A590UK59_HUMAN,146819,140-150,140-150 kDa
A0A590UKC3,A0A590UKC3_HUMAN,50898,50-60,50-60 kDa
A0A3B3ITW9,A0A3B3ITW9_HUMAN,4220,0-10,0-10 kDa
A0A3B3IU19,A0A3B3IU19_HUMAN,53331,50-60,50-60 kDa
A0A590UJH0,A0A590UJH0_HUMAN,22342,20-30,20-30 kDa
A0A590UK33,A0A590UK33_HUMAN,24436,20-30,20-30 kDa
A0A5F9ZGZ3,A0A5F9ZGZ3_HUMAN,57904,50-60,50-60 kDa
A0A5F9ZHY9,A0A5F9ZHY9_HUMAN,61741,60-70,60-70 kDa
A0A5F9ZI31,A0A5F9ZI31_HUMAN,53433,50-60,50-60 kDa
A0A5H1ZRR2,A0A5H1ZRR2_HUMAN,52644,50-60,50-60 kDa
A0A494C1M4,A0A494C1M4_HUMAN,102850,100-110,100-110 kDa
A0A494BXY3,A0A494BXY3_HUMAN,13798,10-20,10-20 kDa
A0A494BZW6,A0A494BZW6_HUMAN,367534,360-370,360-370 kDa
A0A494C1R8,A0A494C1R8_HUMAN,5901,0-10,0-10 kDa
A0A494BZW0,A0A494BZW0_HUMAN,5124,0-10,0-10 kDa
A0A494BZX5,A0A494BZX5_HUMAN,70559,70-80,70-80 kDa
A0A494C0Y7,A0A494C0Y7_HUMAN,56792,50-60,50-60 kDa
A0A494C122,A0A494C122_HUMAN,76626,70-80,70-80 kDa
A0A494C1B7,A0A494C1B7_HUMAN,104099,100-110,100-110 kDa
A2A299,A2A299_HUMAN,31543,30-40,30-40 kDa
A2A2A0,A2A2A0_HUMAN,17813,10-20,10-20 kDa
A0A494C1S7,A0A494C1S7_HUMAN,71459,70-80,70-80 kDa
A0A590UK92,A0A590UK92_HUMAN,63252,60-70,60-70 kDa
A2A2G5,A2A2G5_HUMAN,21033,20-30,20-30 kDa
A0A590UJ16,A0A590UJ16_HUMAN,50898,50-60,50-60 kDa
A0A590UJG7,A0A590UJG7_HUMAN,22453,20-30,20-30 kDa
A0A590UJK3,A0A590UJK3_HUMAN,96901,90-100,90-100 kDa
A0A590UJP6,A0A590UJP6_HUMAN,13275,10-20,10-20 kDa
A0A590UJT5,A0A590UJT5_HUMAN,46008,40-50,40-50 kDa
A0A590UJU9,A0A590UJU9_HUMAN,61899,60-70,60-70 kDa
A0A590UK66,A0A590UK66_HUMAN,10881,10-20,10-20 kDa
A0A5F9VB99,A0A5F9VB99_HUMAN,85924,80-90,80-90 kDa
A0A3B3IU55,A0A3B3IU55_HUMAN,108965,100-110,100-110 kDa
A0A499FJ85,A0A499FJ85_HUMAN,65167,60-70,60-70 kDa
A0A590UJT3,A0A590UJT3_HUMAN,37094,30-40,30-40 kDa
A0A494C0Z6,A0A494C0Z6_HUMAN,65952,60-70,60-70 kDa
A0A590UJE7,A0A590UJE7_HUMAN,11007,10-20,10-20 kDa
A0A590UJF1,A0A590UJF1_HUMAN,42717,40-50,40-50 kDa
A0A590UK75,A0A590UK75_HUMAN,34206,30-40,30-40 kDa
A0A5H1ZRR1,A0A5H1ZRR1_HUMAN,24935,20-30,20-30 kDa
A2A2L5,A2A2L5_HUMAN,31152,30-40,30-40 kDa
A2A2L6,A2A2L6_HUMAN,26074,20-30,20-30 kDa
A0A590UJ45,A0A590UJ45_HUMAN,138276,130-140,130-140 kDa
A0A3F2YNX6,A0A3F2YNX6_HUMAN,225283,220-230,220-230 kDa
A0A494C0X7,A0A494C0X7_HUMAN,84791,80-90,80-90 kDa
A2A3L9,A2A3L9_HUMAN,9997,0-10,0-10 kDa
A0A494C0M1,A0A494C0M1_HUMAN,142855,140-150,140-150 kDa
A1L020,MEX3A_HUMAN,54173,50-60,50-60 kDa
A2A2U4,A2A2U4_HUMAN,6824,0-10,0-10 kDa
A0A494C0M3,A0A494C0M3_HUMAN,9033,0-10,0-10 kDa
A0A494C0Y6,A0A494C0Y6_HUMAN,24122,20-30,20-30 kDa
A2A2Q6,A2A2Q6_HUMAN,9927,0-10,0-10 kDa
A0A5F9ZH75,A0A5F9ZH75_HUMAN,40672,40-50,40-50 kDa
A0A5F9ZHH6,A0A5F9ZHH6_HUMAN,47905,40-50,40-50 kDa
A0A5F9ZHI6,A0A5F9ZHI6_HUMAN,72053,70-80,70-80 kDa
A0A4W8VX11,A0A4W8VX11_HUMAN,210133,210-220,210-220 kDa
A0A5F9ZHN7,A0A5F9ZHN7_HUMAN,69471,60-70,60-70 kDa
A0A5H1ZRS1,A0A5H1ZRS1_HUMAN,227731,220-230,220-230 kDa
A0A494BZZ2,A0A494BZZ2_HUMAN,28823,20-30,20-30 kDa
A0A494C0V8,A0A494C0V8_HUMAN,18245,10-20,10-20 kDa
A0A494C1G7,A0A494C1G7_HUMAN,12212,10-20,10-20 kDa
A0PJW6,TM223_HUMAN,22049,20-30,20-30 kDa
A0A5F9ZHG7,A0A5F9ZHG7_HUMAN,141908,140-150,140-150 kDa
A0JNW5,UH1BL_HUMAN,164199,160-170,160-170 kDa
A0A590UK43,A0A590UK43_HUMAN,220785,220-230,220-230 kDa
A0A590UK68,A0A590UK68_HUMAN,85221,80-90,80-90 kDa
A0A5F9ZHR0,A0A5F9ZHR0_HUMAN,22002,20-30,20-30 kDa
A0A5F9ZHU7,A0A5F9ZHU7_HUMAN,68333,60-70,60-70 kDa
A0A5K1VW52,A0A5K1VW52_HUMAN,179384,170-180,170-180 kDa
A0A590UJS4,A0A590UJS4_HUMAN,298882,290-300,290-300 kDa
A0A3B3IUC1,A0A3B3IUC1_HUMAN,9169,0-10,0-10 kDa
A0A494C1F1,A0A494C1F1_HUMAN,12478,10-20,10-20 kDa
A0A494C1U9,A0A494C1U9_HUMAN,29753,20-30,20-30 kDa
A0PK15,A0PK15_HUMAN,22334,20-30,20-30 kDa
A0A590UJ15,A0A590UJ15_HUMAN,5685,0-10,0-10 kDa
A0A590UJ72,A0A590UJ72_HUMAN,8913,0-10,0-10 kDa
A0A590UJ79,A0A590UJ79_HUMAN,4445,0-10,0-10 kDa
A0A590UJB6,A0A590UJB6_HUMAN,44109,40-50,40-50 kDa
A0A590UJB8,A0A590UJB8_HUMAN,6190,0-10,0-10 kDa
A0A590UJI8,A0A590UJI8_HUMAN,7591,0-10,0-10 kDa
A0A590UJJ4,A0A590UJJ4_HUMAN,36503,30-40,30-40 kDa
A0A590UJK5,A0A590UJK5_HUMAN,6848,0-10,0-10 kDa
A0A590UJU1,A0A590UJU1_HUMAN,17198,10-20,10-20 kDa
A0A590UJU4,A0A590UJU4_HUMAN,17604,10-20,10-20 kDa
A0A590UJV4,A0A590UJV4_HUMAN,10274,10-20,10-20 kDa
A0A590UJX9,A0A590UJX9_HUMAN,13176,10-20,10-20 kDa
A0A590UJY1,A0A590UJY1_HUMAN,16379,10-20,10-20 kDa
A0A590UK89,A0A590UK89_HUMAN,15891,10-20,10-20 kDa
A0A5F9UN28,A0A5F9UN28_HUMAN,42653,40-50,40-50 kDa
A0A5F9ZI09,A0A5F9ZI09_HUMAN,45773,40-50,40-50 kDa
A0A3B3IU30,A0A3B3IU30_HUMAN,110557,110-120,110-120 kDa
A0A3B3IUD2,A0A3B3IUD2_HUMAN,60646,60-70,60-70 kDa
A0A494BZZ1,A0A494BZZ1_HUMAN,87211,80-90,80-90 kDa
A0A494C0T4,A0A494C0T4_HUMAN,80306,80-90,80-90 kDa
A0A499FIV7,A0A499FIV7_HUMAN,90287,90-100,90-100 kDa
A0A3B3ITX6,A0A3B3ITX6_HUMAN,8279,0-10,0-10 kDa
A0A3B3ITZ5,A0A3B3ITZ5_HUMAN,160391,160-170,160-170 kDa
A0A494C0C4,A0A494C0C4_HUMAN,89513,80-90,80-90 kDa
A0A494C0P6,A0A494C0P6_HUMAN,24775,20-30,20-30 kDa
A0A590UJ20,A0A590UJ20_HUMAN,27438,20-30,20-30 kDa
A0A590UJE0,A0A590UJE0_HUMAN,62108,60-70,60-70 kDa
A0A3F2YNX0,A0A3F2YNX0_HUMAN,228870,220-230,220-230 kDa
A0A3F2YNZ0,A0A3F2YNZ0_HUMAN,231136,230-240,230-240 kDa
A2A2S5,A2A2S5_HUMAN,31721,30-40,30-40 kDa
A0A494C0T1,A0A494C0T1_HUMAN,18441,10-20,10-20 kDa
A0A494C0W5,A0A494C0W5_HUMAN,28999,20-30,20-30 kDa
A0A494C1N5,A0A494C1N5_HUMAN,9789,0-10,0-10 kDa
A0A590UJS3,A0A590UJS3_HUMAN,10040,10-20,10-20 kDa
A0PK11,CLRN2_HUMAN,25446,20-30,20-30 kDa
A0A499FIM1,A0A499FIM1_HUMAN,34833,30-40,30-40 kDa
A2A3M4,A2A3M4_HUMAN,17613,10-20,10-20 kDa
A0A494C023,A0A494C023_HUMAN,43299,40-50,40-50 kDa
A0A494C0D7,A0A494C0D7_HUMAN,41645,40-50,40-50 kDa
A0A494C143,A0A494C143_HUMAN,171477,170-180,170-180 kDa
A0A590UJ21,A0A590UJ21_HUMAN,84334,80-90,80-90 kDa
A0A590UJ50,A0A590UJ50_HUMAN,87623,80-90,80-90 kDa
A0A590UJ56,A0A590UJ56_HUMAN,74733,70-80,70-80 kDa
A0A590UJ59,A0A590UJ59_HUMAN,5932,0-10,0-10 kDa
A0A590UJ97,A0A590UJ97_HUMAN,12416,10-20,10-20 kDa
A0A590UJC4,A0A590UJC4_HUMAN,78374,70-80,70-80 kDa
A0A590UJM8,A0A590UJM8_HUMAN,24646,20-30,20-30 kDa
A0A590UJR3,A0A590UJR3_HUMAN,84572,80-90,80-90 kDa
A0A590UK34,A0A590UK34_HUMAN,83182,80-90,80-90 kDa
A0A5H1ZRP7,A0A5H1ZRP7_HUMAN,111638,110-120,110-120 kDa
A0A5H1ZRP8,A0A5H1ZRP8_HUMAN,426029,420-430,420-430 kDa
A0A5H1ZRP9,A0A5H1ZRP9_HUMAN,141774,140-150,140-150 kDa
A0A5H1ZRQ1,A0A5H1ZRQ1_HUMAN,141399,140-150,140-150 kDa
A0A5H1ZRQ8,A0A5H1ZRQ8_HUMAN,143215,140-150,140-150 kDa
A0A5H1ZRR9,A0A5H1ZRR9_HUMAN,128978,120-130,120-130 kDa
A2A2Y4,FRMD3_HUMAN,68772,60-70,60-70 kDa
A0A5F9ZHN3,A0A5F9ZHN3_HUMAN,43326,40-50,40-50 kDa
A0A5F9ZHP8,A0A5F9ZHP8_HUMAN,31323,30-40,30-40 kDa
A0A5F9ZHS6,A0A5F9ZHS6_HUMAN,7524,0-10,0-10 kDa
A0A5F9ZHU1,A0A5F9ZHU1_HUMAN,23169,20-30,20-30 kDa
A0A5F9ZI24,A0A5F9ZI24_HUMAN,7108,0-10,0-10 kDa
A0A498U6H7,A0A498U6H7_HUMAN,3011,0-10,0-10 kDa
A2A2R0,A2A2R0_HUMAN,15899,10-20,10-20 kDa
A0A494BX66,A0A494BX66_HUMAN,103167,100-110,100-110 kDa
A0A590UJT6,A0A590UJT6_HUMAN,115906,110-120,110-120 kDa
A1L1A6,IGS23_HUMAN,20591,20-30,20-30 kDa
A2A274,A2A274_HUMAN,87820,80-90,80-90 kDa
A2A2Z9,AN18B_HUMAN,118231,110-120,110-120 kDa
A2A300,A2A300_HUMAN,46866,40-50,40-50 kDa
A2A3R5,A2A3R5_HUMAN,24968,20-30,20-30 kDa
A2A3R7,A2A3R7_HUMAN,10415,10-20,10-20 kDa
A0A3B3IU34,A0A3B3IU34_HUMAN,24169,20-30,20-30 kDa
A0A3B3IU56,A0A3B3IU56_HUMAN,16775,10-20,10-20 kDa
A0A3F2YNY7,A0A3F2YNY7_HUMAN,38824,30-40,30-40 kDa
A0A494C040,A0A494C040_HUMAN,8450,0-10,0-10 kDa
A0A494C1H5,A0A494C1H5_HUMAN,9624,0-10,0-10 kDa
A0A590UJA9,A0A590UJA9_HUMAN,37330,30-40,30-40 kDa
A2A305,A2A305_HUMAN,44794,40-50,40-50 kDa
A0A494C086,SPD21_HUMAN,48117,40-50,40-50 kDa
A0A494C1R5,A0A494C1R5_HUMAN,40623,40-50,40-50 kDa
A2AAT0,A2AAT0_HUMAN,24003,20-30,20-30 kDa
A0A3B3IU43,A0A3B3IU43_HUMAN,37630,30-40,30-40 kDa
A0A494C004,A0A494C004_HUMAN,35552,30-40,30-40 kDa
A0A494C0C5,A0A494C0C5_HUMAN,24963,20-30,20-30 kDa
A0A494C0D2,A0A494C0D2_HUMAN,18659,10-20,10-20 kDa
A0A494C0V5,A0A494C0V5_HUMAN,21089,20-30,20-30 kDa
A0A494C141,A0A494C141_HUMAN,30297,30-40,30-40 kDa
A0A494C1B0,A0A494C1B0_HUMAN,3552,0-10,0-10 kDa
A0A494C1C6,A0A494C1C6_HUMAN,3745,0-10,0-10 kDa
A0A499FJ53,A0A499FJ53_HUMAN,31974,30-40,30-40 kDa
A0A3B3ITZ0,A0A3B3ITZ0_HUMAN,8387,0-10,0-10 kDa
A0A494C038,A0A494C038_HUMAN,9173,0-10,0-10 kDa
A0A494C0R2,A0A494C0R2_HUMAN,18672,10-20,10-20 kDa
A0A494C1P9,A0A494C1P9_HUMAN,11435,10-20,10-20 kDa
A0A5F9ZHV7,A0A5F9ZHV7_HUMAN,67483,60-70,60-70 kDa
A0A3B3IU48,A0A3B3IU48_HUMAN,107853,100-110,100-110 kDa
A0A3B3IUB7,A0A3B3IUB7_HUMAN,5375,0-10,0-10 kDa
A0A494C031,A0A494C031_HUMAN,6696,0-10,0-10 kDa
A0A494C033,A0A494C033_HUMAN,21247,20-30,20-30 kDa
A0A494C0Q3,A0A494C0Q3_HUMAN,15067,10-20,10-20 kDa
A0A494C166,A0A494C166_HUMAN,30393,30-40,30-40 kDa
A0A494C1A0,A0A494C1A0_HUMAN,99741,90-100,90-100 kDa
A0A499FJT0,A0A499FJT0_HUMAN,36814,30-40,30-40 kDa
A0A5F9ZGT4,A0A5F9ZGT4_HUMAN,28487,20-30,20-30 kDa
A0A5F9ZGW7,A0A5F9ZGW7_HUMAN,20196,20-30,20-30 kDa
A0A5F9ZGZ9,A0A5F9ZGZ9_HUMAN,17287,10-20,10-20 kDa
A0A5F9ZH28,A0A5F9ZH28_HUMAN,18980,10-20,10-20 kDa
A0A5F9ZH49,A0A5F9ZH49_HUMAN,25912,20-30,20-30 kDa
A0A5F9ZH71,A0A5F9ZH71_HUMAN,27640,20-30,20-30 kDa
A0A5F9ZHB5,A0A5F9ZHB5_HUMAN,5293,0-10,0-10 kDa
A0A5F9ZHF0,A0A5F9ZHF0_HUMAN,17237,10-20,10-20 kDa
A0A5F9ZHG5,A0A5F9ZHG5_HUMAN,13486,10-20,10-20 kDa
A0A5F9ZHH2,A0A5F9ZHH2_HUMAN,25894,20-30,20-30 kDa
A0A5F9ZHM3,A0A5F9ZHM3_HUMAN,19803,10-20,10-20 kDa
A0A5F9ZHQ0,A0A5F9ZHQ0_HUMAN,24047,20-30,20-30 kDa
A0A5F9ZHQ8,A0A5F9ZHQ8_HUMAN,33240,30-40,30-40 kDa
A0A590UJ08,A0A590UJ08_HUMAN,98032,90-100,90-100 kDa
A0A590UJ18,A0A590UJ18_HUMAN,96620,90-100,90-100 kDa
A0A590UJ25,A0A590UJ25_HUMAN,62377,60-70,60-70 kDa
A0A590UJ29,A0A590UJ29_HUMAN,82316,80-90,80-90 kDa
A0A590UJ68,A0A590UJ68_HUMAN,96403,90-100,90-100 kDa
A0A590UJ81,A0A590UJ81_HUMAN,96636,90-100,90-100 kDa
A0A590UJ86,A0A590UJ86_HUMAN,20653,20-30,20-30 kDa
A0A590UJ95,A0A590UJ95_HUMAN,33613,30-40,30-40 kDa
A0A590UJC5,A0A590UJC5_HUMAN,98449,90-100,90-100 kDa
A0A590UJD9,A0A590UJD9_HUMAN,103193,100-110,100-110 kDa
A0A590UJE6,A0A590UJE6_HUMAN,13638,10-20,10-20 kDa
A0A590UJL2,A0A590UJL2_HUMAN,63066,60-70,60-70 kDa
A0A590UJR4,A0A590UJR4_HUMAN,90371,90-100,90-100 kDa
A0A590UJR5,A0A590UJR5_HUMAN,97782,90-100,90-100 kDa
A0A590UJS9,A0A590UJS9_HUMAN,93603,90-100,90-100 kDa
A0A590UJX2,A0A590UJX2_HUMAN,91864,90-100,90-100 kDa
A0A590UJZ4,A0A590UJZ4_HUMAN,40522,40-50,40-50 kDa
A0A590UK02,A0A590UK02_HUMAN,68931,60-70,60-70 kDa
A0A590UK13,A0A590UK13_HUMAN,20970,20-30,20-30 kDa
A0A590UK31,A0A590UK31_HUMAN,13596,10-20,10-20 kDa
A0A590UK48,A0A590UK48_HUMAN,90627,90-100,90-100 kDa
A0A590UK52,A0A590UK52_HUMAN,33977,30-40,30-40 kDa
A0A590UK70,A0A590UK70_HUMAN,64159,60-70,60-70 kDa
A0A590UK81,A0A590UK81_HUMAN,85428,80-90,80-90 kDa
A0A590UKA8,A0A590UKA8_HUMAN,98313,90-100,90-100 kDa
A0A5F9UWT1,A0A5F9UWT1_HUMAN,151637,150-160,150-160 kDa
A0A5K1VW65,A0A5K1VW65_HUMAN,11406,10-20,10-20 kDa
A0A494C0G7,A0A494C0G7_HUMAN,35692,30-40,30-40 kDa
A0A494C1D5,A0A494C1D5_HUMAN,13837,10-20,10-20 kDa
A0A494C1M9,A0A494C1M9_HUMAN,15501,10-20,10-20 kDa
A0A3B3IU87,A0A3B3IU87_HUMAN,17656,10-20,10-20 kDa
A0A494C130,A0A494C130_HUMAN,5586,0-10,0-10 kDa
A0A494C189,A0A494C189_HUMAN,13496,10-20,10-20 kDa
A0A5F9ZHA0,A0A5F9ZHA0_HUMAN,20263,20-30,20-30 kDa
A0A5F9ZHD8,A0A5F9ZHD8_HUMAN,8782,0-10,0-10 kDa
A0A5K1VW66,A0A5K1VW66_HUMAN,47146,40-50,40-50 kDa
A0A3B3IU37,A0A3B3IU37_HUMAN,27686,20-30,20-30 kDa
A0A3B3IU75,A0A3B3IU75_HUMAN,8083,0-10,0-10 kDa
A0A494C0L0,A0A494C0L0_HUMAN,14505,10-20,10-20 kDa
A0A494C105,A0A494C105_HUMAN,46618,40-50,40-50 kDa
A0A5F9ZHI2,A0A5F9ZHI2_HUMAN,23226,20-30,20-30 kDa
A0A5F9ZI14,A0A5F9ZI14_HUMAN,51369,50-60,50-60 kDa
A0A5F9ZI60,A0A5F9ZI60_HUMAN,22599,20-30,20-30 kDa
A2A3H2,A2A3H2_HUMAN,17450,10-20,10-20 kDa
A0A3B3IU12,A0A3B3IU12_HUMAN,40823,40-50,40-50 kDa
A0A494BZS1,A0A494BZS1_HUMAN,27471,20-30,20-30 kDa
A0A494C1B3,A0A494C1B3_HUMAN,8857,0-10,0-10 kDa
A0PK22,A0PK22_HUMAN,29487,20-30,20-30 kDa
A0A494C0H3,A0A494C0H3_HUMAN,16679,10-20,10-20 kDa
A0JD32,TV382_HUMAN,13278,10-20,10-20 kDa
A0PK05,TMM72_HUMAN,29891,20-30,20-30 kDa
A0A3B3ITY8,A0A3B3ITY8_HUMAN,21789,20-30,20-30 kDa
A0A3B3IU40,A0A3B3IU40_HUMAN,191898,190-200,190-200 kDa
A0A3B3IUA1,A0A3B3IUA1_HUMAN,192136,190-200,190-200 kDa
A0A3F2YNW9,A0A3F2YNW9_HUMAN,191907,190-200,190-200 kDa
A0A494BWY4,A0A494BWY4_HUMAN,107094,100-110,100-110 kDa
A0A494BZZ4,A0A494BZZ4_HUMAN,33244,30-40,30-40 kDa
A0A494C067,A0A494C067_HUMAN,195476,190-200,190-200 kDa
A0A494C0L3,A0A494C0L3_HUMAN,12037,10-20,10-20 kDa
A0A494C0X0,A0A494C0X0_HUMAN,31162,30-40,30-40 kDa
A0A494C1L9,A0A494C1L9_HUMAN,14159,10-20,10-20 kDa
A0A494C1N7,A0A494C1N7_HUMAN,17042,10-20,10-20 kDa
A0A590UJA6,A0A590UJA6_HUMAN,69436,60-70,60-70 kDa
A0A5F9UY30,A0A5F9UY30_HUMAN,47774,40-50,40-50 kDa
A0A5F9ZI17,A0A5F9ZI17_HUMAN,17456,10-20,10-20 kDa
A0A5F9ZI32,A0A5F9ZI32_HUMAN,11932,10-20,10-20 kDa
A0A5H1ZRP2,A0A5H1ZRP2_HUMAN,51019,50-60,50-60 kDa
A0AVG3,A0AVG3_HUMAN,56077,50-60,50-60 kDa
A0A3B3IUA7,A0A3B3IUA7_HUMAN,51074,50-60,50-60 kDa
A0A590UJN1,A0A590UJN1_HUMAN,25045,20-30,20-30 kDa
A0PK00,T120B_HUMAN,40246,40-50,40-50 kDa
A1YPR0,ZBT7C_HUMAN,69017,60-70,60-70 kDa
A0A3Q5ADB5,A0A3Q5ADB5_HUMAN,129991,120-130,120-130 kDa
A0A494C021,A0A494C021_HUMAN,12359,10-20,10-20 kDa
A1L390,PKHG3_HUMAN,134412,130-140,130-140 kDa
A0A494BZT5,A0A494BZT5_HUMAN,7625,0-10,0-10 kDa
A0A494C016,A0A494C016_HUMAN,69677,60-70,60-70 kDa
A0A494C0T2,A0A494C0T2_HUMAN,58485,50-60,50-60 kDa
A0A494C101,A0A494C101_HUMAN,53491,50-60,50-60 kDa
A0A499FJM7,A0A499FJM7_HUMAN,34134,30-40,30-40 kDa
A0A590UJV2,A0A590UJV2_HUMAN,6333,0-10,0-10 kDa
A0A590UK21,A0A590UK21_HUMAN,27085,20-30,20-30 kDa
A0A590UK91,A0A590UK91_HUMAN,42815,40-50,40-50 kDa
A0A590UKC2,A0A590UKC2_HUMAN,6468,0-10,0-10 kDa
A0A3B3IU29,A0A3B3IU29_HUMAN,20870,20-30,20-30 kDa
A0A3B3IU90,A0A3B3IU90_HUMAN,25146,20-30,20-30 kDa
A0AVI4,TM129_HUMAN,40464,40-50,40-50 kDa
A2A3Q2,A2A3Q2_HUMAN,14377,10-20,10-20 kDa
A0A494C1R9,A0A494C1R9_HUMAN,35718,30-40,30-40 kDa
A0A3G2KQ93,A0A3G2KQ93_HUMAN,9444,0-10,0-10 kDa
A2A5X0,A2A5X0_HUMAN,11077,10-20,10-20 kDa
A0A3B3IUD5,A0A3B3IUD5_HUMAN,15723,10-20,10-20 kDa
A0A494C1S0,A0A494C1S0_HUMAN,45094,40-50,40-50 kDa
A0A499FJS4,A0A499FJS4_HUMAN,48953,40-50,40-50 kDa
A2A2I8,A2A2I8_HUMAN,20866,20-30,20-30 kDa
A2A2I9,A2A2I9_HUMAN,5434,0-10,0-10 kDa
